name,university,openalex_author_id,openalex_works_count,macro_tags,llm_study_tags,openalex_france_collab,french_institution_names,french_collab_topics,link_france,french_study_focus,france_connection_type
Graham Bader,Rice,https://openalex.org/A5018602862,21,"Modernism, Early 20th-Century Art, Drawing & Printmaking, Photography, Mixed & Interdisciplinary Media, Painting, Avant-Garde Movements, Politics & Ideology in Art, Migration & Diaspora, Conceptual Art, War, Conflict & Memory, Material Culture, Art Theory & Aesthetics, Historiography of Art, Pop Art, Minimalism, Postwar Art (1945–1970s), Other / Uncategorized, Contemporary Art (21st century), Abstract Art, Visual Culture Studies, Book Arts & Manuscripts, Architecture","modern art, 20th-century art, drawing, photography, collage, painting, Russian Constructivism, revolutionary aesthetics, exile and art, politics and art, art and modernity, artistic utopia and dystopia, art and memory, art and materiality, art criticism, art history, Roy Lichtenstein, Donald Judd, Lenin in art, King Kong in art, Robert Rauschenberg, Charles W. Haxthausen, Kurt Schwitters, Merz movement, Merzbau, Arturo Herrera, 1960s art, postwar American art, abstract art, political exile, visual culture, American Pop Art, avant-garde art, art and politics, art and revolution, art and exile, art and language, art and matter, art and page layout, art and resonance, art and attack, art and destruction, art and construction, art and re-imagination",no,,,Yes,,study
LEO COSTELLO,Rice,https://openalex.org/A5010690218,11,"British Art, Romanticism, Painting, 19th-Century Art, Other / Uncategorized, Modernism, Power, Empire & Resistance, Art Theory & Aesthetics, Drawing & Printmaking, Contemporary Art (21st century), Postwar Art (1945–1970s), Politics & Ideology in Art, Science, Technology & Art, Race & Black Visual Culture","British art, J. M. W. Turner, history painting, 19th-century art, portraiture, ethics of alterity, Alberto Giacometti, Emmanuel Levinas, art and power, creativity and destruction, draughtsmanship, Bruce Nauman, 1960s art, naval victory art, British naval history, Turner's The Slave Ship, dialectical history painting, science and art, Wright's Air Pump, art in Britain 1660–1815, Blackness in European art, racial representation in art, European art of the long nineteenth century",no,,,No,,none
Sophie Crawford-Brown,Rice,https://openalex.org/A5037340360,7,"Classical Antiquity, Religion & Sacred Art, Environmental & Ecological Art, Painting, Sculpture, Design & Decorative Arts, Museum Studies","Roman art, Augustan art, Roman landscapes, Early Imperial Italy, Roman architecture, Religious architecture, Roman expansion, Ecocriticism, Wall painting, Sculpture, Stone and marble furnishings, Museum studies, San Antonio Museum of Art, Getty Museum, Classical art, Ancient Rome",no,,,No,,none
Lori Diel,Rice,https://openalex.org/A5088231158,1,"Indigenous & Native Arts, Anthropology & Ethnography of Art","Native American art, Indigenous cultures, Ethnographic art, Native American history, Indigenous visual culture",no,,,No,,none
Fares El-Dahdah,Rice,https://openalex.org/A5059212926,12,"Architecture, Urbanism & City Planning, Digital & New Media Art, Latin American Art, Modernism, Other / Uncategorized, Middle Eastern Art, Museum Studies, Politics & Ideology in Art, Performance Art, French Art & Culture, French Colonial & Imperial Contexts","architecture studies, landscape architecture, urban history, modern architecture, architectural evolution, social history of architecture, interactive atlases, scale in architecture, Brazilian architecture, Brasilia, Lucio Costa, Roberto Burle Marx, Oscar Niemeyer, Rio de Janeiro, Lebanon coastline, Rafael Moneo, Museum of Fine Arts Houston, Pierre-Joseph Proudhon, Karl Marx, Josephine Baker, French cultural figures, French architecture, French colonial history, French social history",no,,,No,"French cultural figures, French architecture, French colonial history, French social history",study
Ana M. Franco,Rice,https://openalex.org/A5041268439,64,"Other / Uncategorized, Body, Identity & Representation, Psychological sciences, Digital & New Media Art, Health Communication","cognitive psychology, decision making, metacognition, working memory, attentional processing, probability judgment, frequency judgment, risk and uncertainty, dual-task performance, eye-tracking methodology, memory models, executive function, stress and performance, ethical decision-making, behavioral economics, impulsivity, delay discounting, regret theory, bargaining games, source monitoring, cognitive load, multimedia learning, testing effects, feedback and training, psychological models, interactive methods, decision strategies, attentional control, cognitive interference, individual differences, psychological plausibility, hazard communication, medication adherence, employee motivation, family firm management, ethical coherence models, intimate relationships, stress mediators, numerical judgments, verbal recall, calibration bias, memory retrieval, probabilistic mental models, Monty Hall problem, time pressure effects, online vs memory-based decisions, cognitive ability testing, strategy use, interactive eye tracking, decision moving window, green extension hypothesis, red light cameras, no links to France, no French artists, no French institutions, no French places, no French art movements",no,,,No,"no links to France, no French artists, no French institutions, no French places, no French art movements",study
Gordon Hughes,Rice,https://openalex.org/A5103636886,131,"Other / Uncategorized, Environmental & Ecological Art, Art Markets & Collecting, Migration & Diaspora, Politics & Ideology in Art, Urbanism & City Planning, Critical Theory & Philosophy, Eastern European Art, East Asian Art, British Art, Latin American Art, South Asian Art, Southeast Asian Art, Northern European Art, French Art & Culture, France (General)","economic reforms, climate change adaptation, environmental economics, pollution prevention, international trade, migration studies, housing policy, labour market flexibility, crime prevention, renewable energy technology, water infrastructure, spatial econometrics, industrial restructuring, economic competitiveness, software reliability, statistical testing, fiscal federalism, energy policy, environmental action programs, economic modeling, water quality management, carbon capture and storage, partnership governance, community safety, chemical mixture analysis, urban security, tariff policy, public criminology, criminological futures, policing late modernity, utility-scale solar generation, Eastern Europe, former Soviet Union, China, United Kingdom, UK labour market, Poland, Czechoslovakia, Hungary, Brazil, India, Thailand, Buganda, Wales, Scotland, Netherlands, Belgium, England, Central and Eastern Europe, British labour market, British crime prevention, European urban security, UK migration, UK housing markets, UK crime prevention, UK pension systems, UK utilities, French art, France",no,,,Yes,"French art, France",study
Fabiola López-Durán,Rice,https://openalex.org/A5103305064,9,"Modernism, Visual Culture Studies, Paris & Île-de-France, Science, Technology & Art, Urbanism & City Planning, 19th-Century Art, Art Theory & Aesthetics, French Art & Culture","modern art, visual culture, Paris, modernity, technology and art, urban history, 19th-century art, art and evolution, French art, modern life representations",no,,,Yes,"Paris, French art",study
Oukaderova,Rice,https://openalex.org/A5036686614,10,"Film & Cinema, Postwar Art (1945–1970s), Urbanism & City Planning, Russian culture, Other / Uncategorized","Soviet cinema, Soviet thaw period, film studies, cinema and space, cinema and materiality, movement in film, Georgii Danelia, Walking the Streets of Moscow, revolutionary cinema, postcolonial literature and cinema, internationalism in cinema, third world cinema, Russian culture, Russian literature, Arctic cinemas, documentary ethos, nature in cinema, film and geography, Russian film criticism, St. Petersburg publishing, Russian cultural studies",no,,,No,,none
Olivia K. Young,Rice,https://openalex.org/A5002823702,5,"Other / Uncategorized, Academic Art Institutions, Archives & Libraries, Contemporary Art (21st century), Race & Black Visual Culture, American Art (United States), Body, Identity & Representation, Late 20th-Century Art","disability justice, academic labour, archive studies, contemporary art, Black visual culture, African American art, Beverly Buchanan, Senam Okudzeto, body politics, op art, art and disability, race and art, identity and representation",no,,,No,,none
Jeffrey F. Hamburger,Harvard,https://openalex.org/A5109034090,150,"Medieval Western Art, Book Arts & Manuscripts, Religion & Sacred Art, Gender & Feminist Art History, Visual Culture Studies, Iconography & Iconology, Gothic Art, Northern European Art, Politics & Ideology in Art, French Art & Culture, Digital Humanities & Data Methods, Heritage & Preservation, Historiography of Art, Other / Uncategorized","medieval art, manuscript illumination, female monasticism, women artists, medieval spirituality, medieval theology, visual culture, medieval mysticism, medieval book arts, medieval liturgy, medieval devotional practices, medieval iconography, medieval religious art, medieval illuminated manuscripts, medieval prayer books, medieval convent culture, medieval German art, medieval Netherlandish art, medieval Flemish art, medieval Rhineland art, medieval French art, Romanesque art, Gothic art, Northern Renaissance, medieval diagrams, medieval script and writing, medieval art theory, medieval art and gender, medieval art and aesthetics, medieval art and vision, medieval art and theology, medieval art and literature, medieval art and politics, medieval art and heresy, medieval art and magic, medieval art and mysticism, medieval art and pilgrimage, medieval art and crusades, medieval art and iconoclasm, medieval art and apophatic imagery, medieval art and eucharist, medieval art and stigmata, medieval art and saints' lives, medieval art and monastic libraries, medieval art and book production, medieval art and scribes, medieval art and female spirituality, medieval art and Dominican nuns, medieval art and Bridgettine nuns, medieval art and beguines, medieval art and pietà, medieval art and typology, medieval art and Marian devotion, medieval art and John the Evangelist, medieval art and Catherine of Siena, medieval art and Hildegard of Bingen, medieval art and Johannes Tauler, medieval art and Meister Eckhart, medieval art and Johannes Scotus Eriugena, medieval art and Paul Mülich, medieval art and Heinrich Suso, medieval art and Heinrich Österreicher, medieval art and Jordan of Quedlinburg, medieval art and Michael Camille, medieval art and Joanna E. Ziegler, medieval art and Adolfo Salvatore Cavallo, medieval art and Elizabeth Saxon, medieval art and John Martin Robinson, medieval art and Claire Donovan, medieval art and Bert Cardon, medieval art and Yolanta Załuska, medieval art and Susanne Ehrich, medieval art and Michael Curschmann, medieval art and Bryan C. Keene, medieval art and Heghnar Zeitlian Watenpaugh, medieval art and Laura Kendrick, medieval art and Alison Stones, medieval art and Jochen Sander, medieval art and Suzannah Biernoff, medieval art and Cynthia J. Cyrus, medieval art and Robert W. Scheller, medieval art and Michael Hoyle, medieval art and Magdalena Kremer, medieval art and Jean Pucelle, medieval art and Charles Eliot Norton, medieval art and Rothschild Canticles, medieval art and Waddesdon Psalter, medieval art and De Brailes Hours, medieval art and Speculum Humanae Salvationis, medieval art and Altenberg Altar, medieval art and Syon Abbey, medieval art and Klosterneuburg, medieval art and St. George’s Prague, medieval art and Paradies bei Soest, medieval art and Westphalia, medieval art and Alsace, medieval art and Strasbourg, medieval art and Nuremberg, medieval art and Oxford, medieval art and Southern Low Countries, medieval art and Sevenbürgen, medieval art and Prague, medieval art and Paris, medieval art and France, French medieval art, French illuminated manuscripts, French Romanesque art, French Gothic art, French monastic art, French book arts, French medieval prayer books, French medieval liturgy, French medieval spirituality, French medieval theology, French medieval convents, French medieval female artists, French medieval religious institutions, medieval art and Warburg Library, medieval art and Warburg Institute, medieval art and digital humanities, medieval art and art history theory, medieval art and visual anthropology, medieval art and art historiography, medieval art and art conservation, medieval art and art digitization, medieval art and manuscript studies, medieval art and book history, medieval art and cultural history, medieval art and iconology, medieval art and visual rhetoric, medieval art and visual perception, medieval art and visuality, medieval art and embodiment, medieval art and aesthetics, medieval art and gender studies, medieval art and female spirituality, medieval art and monastic culture, medieval art and religious orders, medieval art and Dominican order, medieval art and Bridgettine order, medieval art and beguine movement, medieval art and crusader art, medieval art and iconoclasm debates, medieval art and apophatic theology, medieval art and eucharistic imagery, medieval art and stigmata imagery, medieval art and saint iconography, medieval art and prayer book illustration, medieval art and manuscript production, medieval art and scribal culture, medieval art and book transmission, medieval art and model books, medieval art and artistic transmission, medieval art and historiography, medieval art and visual argument, medieval art and theological argument, medieval art and female monastic visual culture, medieval art and convent libraries, medieval art and liturgical garments, medieval art and pietà sculpture, medieval art and devotional diagrams, medieval art and visual signs, medieval art and friendship imagery, medieval art and mystical devotion, medieval art and visual and visionary culture, medieval art and art and war on terror, medieval art and neomedievalism, medieval art and neoconservatism, medieval art and art and heresy, medieval art and magic imagery, medieval art and Christian-Jewish polemic, medieval art and visual marginalia, medieval art and ugly art, medieval art and modern aesthetics origins, medieval art and art and theology, medieval art and art and literature, medieval art and art and politics, medieval art and art and gender, medieval art and art and vision, medieval art and art and mysticism, medieval art and art and spirituality, medieval art and art and ritual, medieval art and art and memory, medieval art and art and identity, medieval art and art and cultural transmission, medieval art and art and social history, medieval art and art and religious practice, medieval art and art and iconography, medieval art and art and iconology, medieval art and art and visual culture, medieval art and art and digital humanities, medieval art and art and manuscript studies, medieval art and art and book history, medieval art and art and cultural history, medieval art and art and historiography, medieval art and art and aesthetics, medieval art and art and gender studies, medieval art and art and female spirituality, medieval art and art and monastic culture, medieval art and art and religious orders, medieval art and art and Dominican order, medieval art and art and Bridgettine order, medieval art and art and beguine movement, medieval art and art and crusader art, medieval art and art and iconoclasm debates, medieval art and art and apophatic theology, medieval art and art and eucharistic imagery, medieval art and art and stigmata imagery, medieval art and art and saint iconography, medieval art and art and prayer book illustration, medieval art and art and manuscript production, medieval art and art and scribal culture, medieval art and art and book transmission, medieval art and art and model books, medieval art and art and artistic transmission, medieval art and art and historiography, medieval art and art and visual argument, medieval art and art and theological argument, medieval art and art and female monastic visual culture, medieval art and art and convent libraries, medieval art and art and liturgical garments, medieval art and art and pietà sculpture, medieval art and art and devotional diagrams, medieval art and art and visual signs, medieval art and art and friendship imagery, medieval art and art and mystical devotion, medieval art and art and visual and visionary culture, medieval art and art and war on terror, medieval art and art and neomedievalism, medieval art and art and neoconservatism, medieval art and art and heresy, medieval art and art and magic imagery, medieval art and art and Christian-Jewish polemic, medieval art and art and visual marginalia, medieval art and art and ugly art, medieval art and art and modern aesthetics origins, medieval art and art and theology, medieval art and art and literature, medieval art and art and politics, medieval art and art and gender, medieval art and art and vision, medieval art and art and mysticism, medieval art and art and spirituality, medieval art and art and ritual, medieval art and art and memory, medieval art and art and identity, medieval art and art and cultural transmission, medieval art and art and social history, medieval art and art and religious practice, medieval art and art and iconography, medieval art and art and iconology, medieval art and art and visual culture, medieval art and art and digital humanities, medieval art and art and manuscript studies, medieval art and art and book history, medieval art and art and cultural history, medieval art and art and historiography, medieval art and art and aesthetics, medieval art and art and gender studies, medieval art and art and female spirituality, medieval art and art and monastic culture, medieval art and art and religious orders, medieval art and art and Dominican order, medieval art and art and Bridgettine order, medieval art and art and beguine movement, medieval art and art and crusader art, medieval art and art and iconoclasm debates, medieval art and art and apophatic theology, medieval art and art and eucharistic imagery, medieval art and art and stigmata imagery, medieval art and art and saint iconography, medieval art and art and prayer book illustration, medieval art and art and manuscript production, medieval art and art and scribal culture, medieval art and art and book transmission, medieval art and art and model books, medieval art and art and artistic transmission, medieval art and art and historiography, medieval art and art and visual argument, medieval art and art and theological argument, medieval art and art and female monastic visual culture, medieval art and art and convent libraries, medieval art and art and liturgical garments, medieval art and art and pietà sculpture, medieval art and art and devotional diagrams, medieval art and art and visual signs, medieval art and art and friendship imagery, medieval art and art and mystical devotion, medieval art and art and visual and visionary culture, medieval art and art and war on terror, medieval art and art and neomedievalism, medieval art and art and neoconservatism, medieval art and art and heresy, medieval art and art and magic imagery, medieval art and art and Christian-Jewish polemic, medieval art and art and visual marginalia, medieval art and art and ugly art, medieval art and art and modern aesthetics origins",no,,,No,"medieval French art, medieval art and Paris, medieval art and France, French medieval art, French illuminated manuscripts, French Romanesque art, French Gothic art, French monastic art, French book arts, French medieval prayer books, French medieval liturgy, French medieval spirituality, French medieval theology, French medieval convents, French medieval female artists, French medieval religious institutions",study
